,predicted_mean
2025-07-01,80.62697079383965
2025-08-01,80.42867978240562
2025-09-01,82.70690681920385
2025-10-01,82.38902406716738
2025-11-01,79.39771746201
2025-12-01,75.03309976267505
2026-01-01,82.9864466559953
2026-02-01,86.97923053400913
2026-03-01,88.68330226101672
2026-04-01,85.85400373976529
2026-05-01,78.8508487922415
2026-06-01,79.3907415019658
2026-07-01,81.72867473443662
2026-08-01,80.9288723324316
2026-09-01,82.90675469262766
2026-10-01,82.47772187114748
2026-11-01,79.44138754591441
2026-12-01,75.05492450780818
2027-01-01,82.99362214947728
2027-02-01,86.98174127849136
2027-03-01,88.68427275314467
2027-04-01,85.85451599044416
2027-05-01,78.85115558008923
2027-06-01,79.39087279106978
2027-07-01,81.72872699810478
2027-08-01,80.9288958932525
2027-09-01,82.90676412853036
2027-10-01,82.47772606826894
2027-11-01,79.44138961470884
2027-12-01,75.05492554221932
2028-01-01,82.99362248961054
2028-02-01,86.98174139751605
2028-03-01,88.68427279915399
2028-04-01,85.8545160147296
2028-05-01,78.85115559463397
2028-06-01,79.39087279729418
2028-07-01,81.7287270005826
2028-08-01,80.92889589436952
2028-09-01,82.9067641289777
2028-10-01,82.47772606846793
2028-11-01,79.44138961480692
2028-12-01,75.05492554226836
2029-01-01,82.99362248962667
2029-02-01,86.98174139752167
2029-03-01,88.68427279915618
2029-04-01,85.85451601473073
2029-05-01,78.85115559463466
2029-06-01,79.39087279729449
2029-07-01,81.7287270005827
2029-08-01,80.92889589436956
2029-09-01,82.90676412897773
2029-10-01,82.47772606846794
2029-11-01,79.44138961480692
2029-12-01,75.05492554226836
2030-01-01,82.99362248962667
2030-02-01,86.98174139752167
2030-03-01,88.68427279915618
2030-04-01,85.85451601473073
2030-05-01,78.85115559463466
2030-06-01,79.39087279729449
