,predicted_mean
2025-07-01,77.35561149374965
2025-08-01,80.972354522107
2025-09-01,83.61738401198322
2025-10-01,85.14968321813453
2025-11-01,78.29321186650783
2025-12-01,75.82999853312856
2026-01-01,82.79850833427172
2026-02-01,86.73850585177414
2026-03-01,95.1524639157854
2026-04-01,90.19717975976044
2026-05-01,81.76344999113236
2026-06-01,79.68127049156186
2026-07-01,77.35561149374965
2026-08-01,80.972354522107
2026-09-01,83.61738401198322
2026-10-01,85.14968321813453
2026-11-01,78.29321186650783
2026-12-01,75.82999853312856
2027-01-01,82.79850833427172
2027-02-01,86.73850585177414
2027-03-01,95.1524639157854
2027-04-01,90.19717975976044
2027-05-01,81.76344999113236
2027-06-01,79.68127049156186
2027-07-01,77.35561149374965
2027-08-01,80.972354522107
2027-09-01,83.61738401198322
2027-10-01,85.14968321813453
2027-11-01,78.29321186650783
2027-12-01,75.82999853312856
2028-01-01,82.79850833427172
2028-02-01,86.73850585177414
2028-03-01,95.1524639157854
2028-04-01,90.19717975976044
2028-05-01,81.76344999113236
2028-06-01,79.68127049156186
2028-07-01,77.35561149374965
2028-08-01,80.972354522107
2028-09-01,83.61738401198322
2028-10-01,85.14968321813453
2028-11-01,78.29321186650783
2028-12-01,75.82999853312856
2029-01-01,82.79850833427172
2029-02-01,86.73850585177414
2029-03-01,95.1524639157854
2029-04-01,90.19717975976044
2029-05-01,81.76344999113236
2029-06-01,79.68127049156186
2029-07-01,77.35561149374965
2029-08-01,80.972354522107
2029-09-01,83.61738401198322
2029-10-01,85.14968321813453
2029-11-01,78.29321186650783
2029-12-01,75.82999853312856
2030-01-01,82.79850833427172
2030-02-01,86.73850585177414
2030-03-01,95.1524639157854
2030-04-01,90.19717975976044
2030-05-01,81.76344999113236
2030-06-01,79.68127049156186
