,predicted_mean
2025-07-01,80.68055522183037
2025-08-01,81.3400820551782
2025-09-01,83.4876825009822
2025-10-01,82.98219881470327
2025-11-01,80.24210420566259
2025-12-01,74.3362116115702
2026-01-01,82.29285917676316
2026-02-01,87.06031180192248
2026-03-01,88.87143567000322
2026-04-01,86.59753896795858
2026-05-01,79.47702499382841
2026-06-01,80.20175127570806
2026-07-01,81.36231284905712
2026-08-01,81.65950204432959
2026-09-01,83.6267514256665
2026-10-01,83.05038553972527
2026-11-01,80.27871193761571
2026-12-01,74.35726711029288
2027-01-01,82.30054405524739
2027-02-01,87.06315066799912
2027-03-01,88.87262652836067
2027-04-01,86.59820667486443
2027-05-01,79.47747333107225
2027-06-01,80.20195980561556
2027-07-01,81.3624079987706
2027-08-01,81.65954694399814
2027-09-01,83.62677103851128
2027-10-01,83.0503951734345
2027-11-01,80.27871711435945
2027-12-01,74.35727008905894
2028-01-01,82.3005451425505
2028-02-01,87.06315106969001
2028-03-01,88.87262669687135
2028-04-01,86.59820676934976
2028-05-01,79.47747339451601
2028-06-01,80.20195983512454
2028-07-01,81.36240801223522
2028-08-01,81.65954695035188
2028-09-01,83.62677104128669
2028-10-01,83.05039517479779
2028-11-01,80.27871711509201
2028-12-01,74.35727008948047
2029-01-01,82.30054514270437
2029-02-01,87.06315106974684
2029-03-01,88.87262669689518
2029-04-01,86.59820676936313
2029-05-01,79.47747339452499
2029-06-01,80.2019598351287
2029-07-01,81.36240801223714
2029-08-01,81.65954695035278
2029-09-01,83.6267710412871
2029-10-01,83.05039517479796
2029-11-01,80.2787171150921
2029-12-01,74.35727008948054
2030-01-01,82.30054514270438
2030-02-01,87.06315106974684
2030-03-01,88.87262669689518
2030-04-01,86.59820676936313
2030-05-01,79.47747339452499
2030-06-01,80.2019598351287
