date,actual,forecast,logit_pred,logit_actual,residuals,garch_lower,garch_upper,xgb_pred,blend_pred
2024-07-01,81.75,80.78466139629148,1.4360386057047383,1.4994581690705668,0.06341956336582855,59.98387292430189,92.18252812835135,82.84256,82.34446301829846
2024-08-01,80.49999999999999,81.84454982981116,1.5058080536583853,1.4178038604015062,-0.08800419325687914,60.984699288089935,92.8580456125034,80.5165,80.83794531997194
2024-09-01,83.60000000000001,86.48894371431564,1.8564458044374081,1.6287131731606315,-0.22773263127677668,68.35503509821889,94.99297765975099,85.30862,85.59430295475997
2024-10-01,85.0,82.10693660940093,1.5235656781345512,1.7345461555802422,0.21098047744569093,60.12635486464772,93.317690552394,82.30161,82.25449240181288
2024-11-01,78.25,85.51615882328908,1.7756143773111035,1.280261875402044,-0.49535250190905944,65.40498571618987,94.85604066170364,80.480896,81.69963534637839
2024-12-01,75.79999999999998,73.24682362955069,1.0071579487600852,1.1417175305504945,0.13455958179040928,46.08538062160589,89.76429502296179,80.87933,79.03195434214449
2025-01-01,82.0,77.6002800164923,1.2424908216456951,1.5163041304032774,0.27381330875758225,51.340898380708346,91.91940598133854,77.02204,77.162000301289
2025-02-01,86.5,80.76379981115562,1.43469531038615,1.8573922177895426,0.4226969074033926,55.516957017146986,93.38848468949631,82.10595,81.78109457270347
2025-03-01,95.00000000000001,81.8331697989133,1.5050424213731834,2.9442495254241643,1.4392071040509808,56.66334318373722,93.94665532970613,80.79036,81.0427638257234
2025-04-01,90.0,91.87062193229424,2.4247847635018314,2.197135693385271,-0.22764907011656055,76.21573992433768,97.55280837950502,86.730515,87.97463193926437
2025-05-01,81.75,84.79830602575171,1.7188147118099324,1.4994581690705668,-0.21935654273936556,60.72168601707839,95.26739059810745,79.94897,81.12270654522476
2025-06-01,79.66666666666667,90.18832918425748,2.2182366274129732,1.3655530608621196,-0.8526835665508536,71.3519432053437,97.13711623899998,80.23189,82.64175120724371
