,predicted_mean
2025-07-01,80.19189579129916
2025-08-01,81.50178877772656
2025-09-01,83.5852455535385
2025-10-01,83.76706657337063
2025-11-01,83.8387294289129
2025-12-01,82.30569807390299
2026-01-01,82.3177898990806
2026-02-01,83.88276923604829
2026-03-01,83.88453543725572
2026-04-01,83.8852359043891
2026-05-01,83.88551371673873
2026-06-01,82.32565672196834
2026-07-01,82.32570376222834
2026-08-01,82.32572241930147
2026-09-01,83.88569181017643
2026-10-01,83.88569453674727
2026-11-01,83.88569561815926
2026-12-01,82.32573437966968
2027-01-01,82.32573456278104
2027-02-01,83.88569628465325
2027-03-01,83.88569631141343
2027-04-01,83.88569632202706
2027-05-01,83.88569632623663
2027-06-01,82.32573468196429
2027-07-01,82.32573468267708
2027-08-01,82.32573468295979
2027-09-01,83.88569632893523
2027-10-01,83.88569632897654
2027-11-01,83.88569632899294
2027-12-01,82.32573468314102
2028-01-01,82.32573468314379
2028-02-01,83.88569632900303
2028-03-01,83.88569632900342
2028-04-01,83.88569632900358
2028-05-01,83.88569632900365
2028-06-01,82.3257346831456
2028-07-01,82.3257346831456
2028-08-01,82.32573468314561
2028-09-01,83.8856963290037
2028-10-01,83.8856963290037
2028-11-01,83.8856963290037
2028-12-01,82.32573468314561
2029-01-01,82.32573468314561
2029-02-01,83.8856963290037
2029-03-01,83.8856963290037
2029-04-01,83.8856963290037
2029-05-01,83.8856963290037
2029-06-01,82.32573468314561
2029-07-01,82.32573468314561
2029-08-01,82.32573468314561
2029-09-01,83.8856963290037
2029-10-01,83.8856963290037
2029-11-01,83.8856963290037
2029-12-01,82.32573468314561
2030-01-01,82.32573468314561
2030-02-01,83.8856963290037
2030-03-01,83.8856963290037
2030-04-01,83.8856963290037
2030-05-01,83.8856963290037
2030-06-01,82.32573468314561
