STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-10,,4.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-11,,4.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2025-02,,4.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2025-04,,4.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-04,,4.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-11,,4.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-06,,4.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-06,,3.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2025-03,,4.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-01,,4.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-02,,4.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,HUN,Hongrie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-07,,4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-11,,8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-04,,8.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-06,,7.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-08,,7.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-04,,7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-01,,7.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-03,,6.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-05,,7.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-06,,7.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-09,,7.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-10,,7.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-01,,6.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-02,,6.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-07,,8.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-08,,8.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-09,,8.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-10,,8.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-12,,8.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-01,,8.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-02,,6.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-04,,6.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-05,,6.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-06,,6.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-07,,7.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2022-12,,7.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2023-07,,7.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,FIN,Finlande,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-01,,7.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-03,,7.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-04,,7.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-05,,7.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-06,,7.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-07,,7.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-08,,7.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-09,,7.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-10,,7.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2025-01,,7.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,EST,Estonie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2025-03,,8.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,GRC,Grèce,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-11,,17.5,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,GRC,Grèce,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-12,,16.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,GRC,Grèce,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2021-01,,16.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-05,,8.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-06,,9.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-08,,10.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2020-09,,10.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-08,,6.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ITA,Italie,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-10,,6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),Statistiques infra-annuelles du travail,I,ISR,Israël,UNE_LF_M,Taux de chômage mensuel,PT_LF_SUB,Pourcentage de la population active dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y_GE15,15 ans et plus,_Z,Non applicable,M,Mensuelle,2024-06,,3.137767,,,,A,Normal value,0,Units,1,One
