STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,FREQ,Fréquence d'observation,METHODOLOGY,Methodology,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,EXPENDITURE,Dépense,ADJUSTMENT,Ajustement,TRANSFORMATION,Transformation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,BASE_PER,Période de base,DURABILITY,Durability,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-05,,154.1362,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-06,,155.7889,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-07,,157.2212,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-08,,157.111,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-09,,157.8822,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-10,,159.2043,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,159.2043,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,158.3229,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,157.772,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,157.3313,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-03,,157.5517,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,IND,Inde,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,158.1026,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SAU,Arabie saoudite,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,117.6588,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SAU,Arabie saoudite,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-05,,117.7418,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,MEX,Mexique,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-05,,152.9721,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,MEX,Mexique,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-06,,153.5505,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,MEX,Mexique,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-07,,155.1579,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-10,,132.6043,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,133,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,132.9872,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,132.9426,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,133.7436,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-03,,132.8245,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,132.9809,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,SWE,Suède,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-05,,133.0638,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,131.6,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,131.8,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,132,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,131.8,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-03,,132.3,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,133.2,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,HRV,Croatie,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-05,,133.6,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-05,,107.9883,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-06,,107.9909,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-07,,107.7979,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-08,,107.7825,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-09,,107.4679,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-10,,107.3318,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,107.187,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,107.1281,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,107.0709,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,107.6701,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-03,,107.7224,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,107.7312,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,CHE,Suisse,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-05,,107.8806,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-05,,875.6644,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-06,,890.032,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-07,,918.7405,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-08,,941.474,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-09,,969.4188,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-10,,997.3368,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,1019.717,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,1030.201,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,1082.046,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,1106.645,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-03,,1133.868,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-04,,1167.845,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,TUR,Türkiye,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-05,,1185.694,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-05,,133.5,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-06,,133.8,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-07,,134.5,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-08,,133.3,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-09,,133.7,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-10,,134.5,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-11,,134.9,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2024-12,,134.8,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-01,,135.1,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Indices des prix à la consommation (IPCs, IPCHs), COICOP 1999",I,NOR,Norvège,M,Mensuelle,N,National,CPI,Consumer price index,IX,Indice,_T,Total,N,Ni corrigé des variations saisonnières ni corrigé des effets de calendrier,_Z,N'est pas applicable,2025-02,,137,,A,Normal value,,,2015,,,,2,Two
