date,actual,forecast,logit_pred,logit_actual,residuals,garch_lower,garch_upper,xgb_pred,blend_pred
2024-07-01,81.75,78.72100734237888,1.3081554327582572,1.4994581690705668,0.19130273631230965,65.04773826502766,88.02983012993982,77.60337,77.82274984391151
2024-08-01,80.49999999999999,80.19903039155234,1.3987424858921476,1.4178038604015062,0.01906137450935863,69.46306601022759,87.82237187241242,79.61344,79.72838526549587
2024-09-01,83.60000000000001,85.15630942229355,1.746857980680193,1.6287131731606315,-0.11814480751956147,75.51679301243222,91.43137740653728,79.620445,80.70705926473718
2024-10-01,85.0,81.5597307905658,1.4867568609202328,1.7345461555802422,0.24778929466000932,67.55913051740194,90.37877993061028,78.52635,79.12176462130523
2024-11-01,78.25,82.44126415800119,1.5464896750311088,1.280261875402044,-0.26622779962906473,68.34178105203748,91.08106938923115,78.52635,79.29479710813
2024-12-01,75.79999999999998,75.93455924432662,1.1490667056286819,1.1417175305504945,-0.007349175078187331,63.95028618266388,84.87708202741352,78.05312,77.63728271887437
2025-01-01,82.0,73.74719826383428,1.032845758005141,1.5163041304032774,0.4834583723981365,48.10327757564239,89.48886728340266,77.64973,76.88371605758753
2025-02-01,86.5,76.54840062390753,1.182954955865287,1.8573922177895426,0.6744372619242556,43.56424971838095,93.2447510857464,80.07892,79.3859296376574
2025-03-01,95.00000000000001,80.43655228872174,1.4137671085500982,2.9442495254241643,1.530482416874066,16.236031021758013,98.86724683172035,81.38158,81.1960851706024
2025-04-01,90.0,88.70298412818524,2.0606776814611734,2.197135693385271,0.13645801192409746,80.62663638412774,93.67672255570326,84.9333,85.6732368816662
2025-05-01,81.75,84.7863572804453,1.7178881420551273,1.4994581690705668,-0.21842997298456046,73.11527149026129,91.94897418927692,79.97785,80.9216934294933
2025-06-01,79.66666666666667,87.69642896381941,1.9639217603871655,1.3655530608621196,-0.5983686995250459,65.86889303771217,96.34085656841032,77.79109,79.73536898060898
