,predicted_mean
2025-07-01,75.97709051892852
2025-08-01,75.95774868120554
2025-09-01,77.95243919124418
2025-10-01,78.21730708321142
2025-11-01,76.19830687491745
2025-12-01,74.20765203396509
2026-01-01,74.8690450636342
2026-02-01,77.00186468778179
2026-03-01,81.27888888594593
2026-04-01,78.22569893215166
2026-05-01,75.34277745541061
2026-06-01,73.75661415008948
2026-07-01,73.65273170668132
2026-08-01,73.64779036248474
2026-09-01,75.58799530658506
2026-10-01,75.65657401804654
2026-11-01,75.144863349072
2026-12-01,73.20899764405614
2027-01-01,73.37296027861636
2027-02-01,75.34557306991769
2027-03-01,76.48710103055987
2027-04-01,75.65875445131938
2027-05-01,74.93507207345479
2027-06-01,73.09839419451895
2027-07-01,73.07305400698725
2027-08-01,73.07184988463969
2027-09-01,74.99481137686759
2027-10-01,75.01157379119356
2027-11-01,74.88707908549152
2027-12-01,72.96535999251485
2028-01-01,73.00505168865179
2028-02-01,74.93575140443279
2028-03-01,75.21657349429222
2028-04-01,75.01210714725694
2028-05-01,74.83641824705116
2028-06-01,72.9386516787124
2028-07-01,72.93254002898651
2028-08-01,72.93224968268663
2028-09-01,74.85082221941435
2028-10-01,74.8548670031454
2028-11-01,74.82485905863494
2028-12-01,72.90659669925127
2029-01-01,72.91615259413555
2029-02-01,74.83658194533787
2029-03-01,74.90444570088374
2029-04-01,74.85499572498122
2029-05-01,74.81266941730136
2029-06-01,72.9001703717779
2029-07-01,72.89870026502746
2029-08-01,72.8986304285763
2029-09-01,74.81613393476944
2029-10-01,74.81710698697421
2029-11-01,74.80988986524856
2029-12-01,72.892461576628
2030-01-01,72.89475918590742
2030-02-01,74.81270878523394
2030-03-01,74.82904054507254
2030-04-01,74.81713795483805
2030-05-01,74.80695940977118
2030-06-01,72.89091665481583
