,predicted_mean
2025-07-01,81.24551274571017
2025-08-01,80.66448254445058
2025-09-01,83.9100217358901
2025-10-01,83.30293928541552
2025-11-01,79.94904180816306
2025-12-01,74.88112135012655
2026-01-01,82.65339015904654
2026-02-01,86.79415314360381
2026-03-01,88.72003834146962
2026-04-01,85.55687977770772
2026-05-01,79.25777600816119
2026-06-01,79.51122205141829
2026-07-01,81.24551274571017
2026-08-01,80.66448254445058
2026-09-01,83.9100217358901
2026-10-01,83.30293928541552
2026-11-01,79.94904180816306
2026-12-01,74.88112135012655
2027-01-01,82.65339015904654
2027-02-01,86.79415314360381
2027-03-01,88.72003834146962
2027-04-01,85.55687977770772
2027-05-01,79.25777600816119
2027-06-01,79.51122205141829
2027-07-01,81.24551274571017
2027-08-01,80.66448254445058
2027-09-01,83.9100217358901
2027-10-01,83.30293928541552
2027-11-01,79.94904180816306
2027-12-01,74.88112135012655
2028-01-01,82.65339015904654
2028-02-01,86.79415314360381
2028-03-01,88.72003834146962
2028-04-01,85.55687977770772
2028-05-01,79.25777600816119
2028-06-01,79.51122205141829
2028-07-01,81.24551274571017
2028-08-01,80.66448254445058
2028-09-01,83.9100217358901
2028-10-01,83.30293928541552
2028-11-01,79.94904180816306
2028-12-01,74.88112135012655
2029-01-01,82.65339015904654
2029-02-01,86.79415314360381
2029-03-01,88.72003834146962
2029-04-01,85.55687977770772
2029-05-01,79.25777600816119
2029-06-01,79.51122205141829
2029-07-01,81.24551274571017
2029-08-01,80.66448254445058
2029-09-01,83.9100217358901
2029-10-01,83.30293928541552
2029-11-01,79.94904180816306
2029-12-01,74.88112135012655
2030-01-01,82.65339015904654
2030-02-01,86.79415314360381
2030-03-01,88.72003834146962
2030-04-01,85.55687977770772
2030-05-01,79.25777600816119
2030-06-01,79.51122205141829
