,predicted_mean
2025-07-01,82.19658206953478
2025-08-01,82.88064144779166
2025-09-01,85.29997658665474
2025-10-01,84.85790703298568
2025-11-01,81.9331610876615
2025-12-01,78.13173962874619
2026-01-01,85.19297026132821
2026-02-01,88.51189010714579
2026-03-01,90.16728485148904
2026-04-01,87.67249191815395
2026-05-01,81.26628156801836
2026-06-01,81.5842688210066
2026-07-01,83.00762092447027
2026-08-01,83.21674214513558
2026-09-01,85.42615711609338
2026-10-01,84.91271331598455
2026-11-01,81.95989183317897
2026-12-01,78.14479501000838
2027-01-01,85.19704779776355
2027-02-01,88.51328049667686
2027-03-01,90.16779765752494
2027-04-01,87.67275633671778
2027-05-01,81.26643911277199
2027-06-01,81.5843345854996
2027-07-01,83.00764703981658
2027-08-01,83.21675308309732
2027-09-01,85.42616124032986
2027-10-01,84.9127151110771
2027-11-01,81.95989270950217
2027-12-01,78.1447954381625
2028-01-01,85.1970479315008
2028-02-01,88.5132805422824
2028-03-01,90.16779767434576
2028-04-01,87.67275634539125
2028-05-01,81.2664391179398
2028-06-01,81.58433458765683
2028-07-01,83.00764704067322
2028-08-01,83.21675308345613
2028-09-01,85.42616124046515
2028-10-01,84.91271511113598
2028-11-01,81.95989270953092
2028-12-01,78.14479543817656
2029-01-01,85.1970479315052
2029-02-01,88.5132805422839
2029-03-01,90.1677976743463
2029-04-01,87.67275634539153
2029-05-01,81.26643911793998
2029-06-01,81.58433458765691
2029-07-01,83.00764704067325
2029-08-01,83.21675308345613
2029-09-01,85.42616124046515
2029-10-01,84.91271511113598
2029-11-01,81.95989270953092
2029-12-01,78.14479543817656
2030-01-01,85.1970479315052
2030-02-01,88.5132805422839
2030-03-01,90.1677976743463
2030-04-01,87.67275634539153
2030-05-01,81.26643911793998
2030-06-01,81.58433458765691
