,predicted_mean
2025-07-01,76.06998321160769
2025-08-01,80.54848477347328
2025-09-01,84.60187139052825
2025-10-01,82.54325802477507
2025-11-01,77.57081333094308
2025-12-01,77.10533144782725
2026-01-01,81.9947209835827
2026-02-01,86.11214858960784
2026-03-01,94.84437885194015
2026-04-01,89.81310457709654
2026-05-01,82.19953588891785
2026-06-01,80.15505972219493
2026-07-01,76.06998321160769
2026-08-01,80.54848477347328
2026-09-01,84.60187139052825
2026-10-01,82.54325802477507
2026-11-01,77.57081333094308
2026-12-01,77.10533144782725
2027-01-01,81.9947209835827
2027-02-01,86.11214858960784
2027-03-01,94.84437885194015
2027-04-01,89.81310457709654
2027-05-01,82.19953588891785
2027-06-01,80.15505972219493
2027-07-01,76.06998321160769
2027-08-01,80.54848477347328
2027-09-01,84.60187139052825
2027-10-01,82.54325802477507
2027-11-01,77.57081333094308
2027-12-01,77.10533144782725
2028-01-01,81.9947209835827
2028-02-01,86.11214858960784
2028-03-01,94.84437885194015
2028-04-01,89.81310457709654
2028-05-01,82.19953588891785
2028-06-01,80.15505972219493
2028-07-01,76.06998321160769
2028-08-01,80.54848477347328
2028-09-01,84.60187139052825
2028-10-01,82.54325802477507
2028-11-01,77.57081333094308
2028-12-01,77.10533144782725
2029-01-01,81.9947209835827
2029-02-01,86.11214858960784
2029-03-01,94.84437885194015
2029-04-01,89.81310457709654
2029-05-01,82.19953588891785
2029-06-01,80.15505972219493
2029-07-01,76.06998321160769
2029-08-01,80.54848477347328
2029-09-01,84.60187139052825
2029-10-01,82.54325802477507
2029-11-01,77.57081333094308
2029-12-01,77.10533144782725
2030-01-01,81.9947209835827
2030-02-01,86.11214858960784
2030-03-01,94.84437885194015
2030-04-01,89.81310457709654
2030-05-01,82.19953588891785
2030-06-01,80.15505972219493
