date,actual,forecast,logit_pred,logit_actual,residuals,garch_lower,garch_upper,xgb_pred,blend_pred
2024-07-01,81.75,75.74465757133711,1.1387029903183814,1.4994581690705668,0.36075517875218543,55.366966225311,88.71524230935788,77.5953,76.91815513586522
2024-08-01,80.49999999999999,76.56338276177033,1.1837896857282466,1.4178038604015062,0.23401417467325958,56.39181064388941,89.19279190216419,78.49437,77.78782672383518
2024-09-01,83.60000000000001,68.66343409386101,0.7844137998067613,1.6287131731606315,0.8442993733538702,46.37097529614658,84.73925491377324,77.81763,74.4681381598145
2024-10-01,85.0,83.25215947906688,1.603557046596689,1.7345461555802422,0.1309891089835531,66.17248103526124,92.66452825918759,79.80288,81.0649594553908
2024-11-01,78.25,83.47300352691519,1.6194795493880607,1.280261875402044,-0.33921767398601665,66.47366831589366,92.78837467626369,79.80288,81.14576557745193
2024-12-01,75.79999999999998,74.84135487860036,1.0901426395586788,1.1417175305504945,0.05157489099181567,53.816732045707084,88.36436202718055,77.54816,76.55774763752352
2025-01-01,82.0,84.6271376626992,1.7055979911670667,1.5163041304032774,-0.1892938607637893,68.27683012330142,93.36916120763848,84.06924,84.27337034242494
2025-02-01,86.5,83.16776060075114,1.5975163364156642,1.8573922177895426,0.2598758813738784,65.85285300934812,92.67922985683812,80.75869,81.64016109534064
2025-03-01,95.00000000000001,85.37012782096694,1.7638741328635004,2.9442495254241643,1.180375392560664,69.45766063290851,93.73980864148628,81.54939,82.94738868022051
2025-04-01,90.0,91.73070243723237,2.4061975491932257,2.197135693385271,-0.2090618558079549,81.19327124433701,96.61082071273529,82.17185,85.66940524948632
2025-05-01,81.75,80.64705491347321,1.4271984075188504,1.4994581690705668,0.07225976155171643,61.831607514230654,91.46753788549165,83.27434,82.31302355735505
2025-06-01,79.66666666666667,83.80717376374228,1.643900468602929,1.3655530608621196,-0.27834740774080946,66.77590696420238,93.02075273554581,81.06813,82.07033688464574
