,predicted_mean
2025-07-01,79.34952486847413
2025-08-01,81.02441161519499
2025-09-01,83.72459554895882
2025-10-01,82.9680305120821
2025-11-01,79.66092129922578
2025-12-01,74.80262052846649
2026-01-01,83.21998263527497
2026-02-01,87.11641512878737
2026-03-01,88.82626255266615
2026-04-01,86.43323537656269
2026-05-01,79.57247763588302
2026-06-01,80.2834220013537
2026-07-01,80.14176246513219
2026-08-01,81.17072691311121
2026-09-01,83.72459554895882
2026-10-01,82.9680305120821
2026-11-01,79.66092129922578
2026-12-01,74.80262052846649
2027-01-01,83.21998263527497
2027-02-01,87.11641512878737
2027-03-01,88.82626255266615
2027-04-01,86.43323537656269
2027-05-01,79.57247763588302
2027-06-01,80.2834220013537
2027-07-01,80.14176246513219
2027-08-01,81.17072691311121
2027-09-01,83.72459554895882
2027-10-01,82.9680305120821
2027-11-01,79.66092129922578
2027-12-01,74.80262052846649
2028-01-01,83.21998263527497
2028-02-01,87.11641512878737
2028-03-01,88.82626255266615
2028-04-01,86.43323537656269
2028-05-01,79.57247763588302
2028-06-01,80.2834220013537
2028-07-01,80.14176246513219
2028-08-01,81.17072691311121
2028-09-01,83.72459554895882
2028-10-01,82.9680305120821
2028-11-01,79.66092129922578
2028-12-01,74.80262052846649
2029-01-01,83.21998263527497
2029-02-01,87.11641512878737
2029-03-01,88.82626255266615
2029-04-01,86.43323537656269
2029-05-01,79.57247763588302
2029-06-01,80.2834220013537
2029-07-01,80.14176246513219
2029-08-01,81.17072691311121
2029-09-01,83.72459554895882
2029-10-01,82.9680305120821
2029-11-01,79.66092129922578
2029-12-01,74.80262052846649
2030-01-01,83.21998263527497
2030-02-01,87.11641512878737
2030-03-01,88.82626255266615
2030-04-01,86.43323537656269
2030-05-01,79.57247763588302
2030-06-01,80.2834220013537
