,predicted_mean
2025-07-01,77.82132278218424
2025-08-01,79.18777127539286
2025-09-01,81.45921627678028
2025-10-01,81.68279528611748
2025-11-01,81.77795942289166
2025-12-01,80.13839410437367
2026-01-01,80.15701440989044
2026-02-01,81.84347591296093
2026-03-01,81.84666891905725
2026-04-01,81.8480370263906
2026-05-01,81.8486232520914
2026-06-01,80.17076607912455
2026-07-01,80.17088126077753
2026-08-01,80.17093061733117
2026-09-01,81.84904798446885
2026-10-01,81.84905645412525
2026-11-01,81.84906008347276
2026-12-01,80.17096637786976
2027-01-01,80.17096709098251
2027-02-01,81.84906259069365
2027-03-01,81.84906271306507
2027-04-01,81.84906276550268
2027-05-01,81.84906278797281
2027-06-01,80.17096761796152
2027-07-01,80.17096762237657
2027-08-01,80.17096762426847
2027-09-01,81.84906280425325
2027-10-01,81.8490628045779
2027-11-01,81.84906280471702
2027-12-01,80.17096762563924
2028-01-01,80.17096762566655
2028-02-01,81.84906280481312
2028-03-01,81.8490628048178
2028-04-01,81.84906280481981
2028-05-01,81.84906280482068
2028-06-01,80.17096762568677
2028-07-01,80.17096762568693
2028-08-01,80.170967625687
2028-09-01,81.8490628048213
2028-10-01,81.84906280482132
2028-11-01,81.84906280482133
2028-12-01,80.17096762568706
2029-01-01,80.17096762568706
2029-02-01,81.84906280482133
2029-03-01,81.84906280482133
2029-04-01,81.84906280482133
2029-05-01,81.84906280482133
2029-06-01,80.17096762568706
2029-07-01,80.17096762568706
2029-08-01,80.17096762568706
2029-09-01,81.84906280482133
2029-10-01,81.84906280482133
2029-11-01,81.84906280482133
2029-12-01,80.17096762568706
2030-01-01,80.17096762568706
2030-02-01,81.84906280482133
2030-03-01,81.84906280482133
2030-04-01,81.84906280482133
2030-05-01,81.84906280482133
2030-06-01,80.17096762568706
